id,equipment,gifUrl,name,target,bodyPart,calories 12 reps (cals)
361,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0343.gif,dumbbell lying one arm press,chest muscle,chest,5
362,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0342.gif,dumbbell lying one arm press v. 2,chest muscle,chest,6
363,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1285.gif,dumbbell one arm bench fly,chest muscle,chest,7
364,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1287.gif,dumbbell one arm decline chest press,chest muscle,chest,5
365,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1622.gif,dumbbell one arm reverse grip press,chest muscle,chest,5
366,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0375.gif,dumbbell pullover,chest muscle,chest,5
367,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1624.gif,dumbbell reverse bench press,chest muscle,chest,6
368,barbell,http://d205bpvrqc9yn1.cloudfront.net/0026.gif,barbell bench squat,legs muscle,leg,5
369,barbell,http://d205bpvrqc9yn1.cloudfront.net/0028.gif,barbell clean and press,legs muscle,leg,5
370,barbell,http://d205bpvrqc9yn1.cloudfront.net/0069.gif,barbell overhead squat,legs muscle,leg,6
371,barbell,http://d205bpvrqc9yn1.cloudfront.net/0098.gif,barbell side split squat,legs muscle,leg,5
372,barbell,http://d205bpvrqc9yn1.cloudfront.net/0097.gif,barbell side split squat v. 2,legs muscle,leg,6
373,barbell,http://d205bpvrqc9yn1.cloudfront.net/2810.gif,barbell split squat v. 2,legs muscle,leg,5
374,barbell,http://d205bpvrqc9yn1.cloudfront.net/0124.gif,barbell wide squat,legs muscle,leg,6
375,barbell,http://d205bpvrqc9yn1.cloudfront.net/0776.gif,snatch pull,legs muscle,leg,5
376,barbell,http://d205bpvrqc9yn1.cloudfront.net/0786.gif,squat jerk,legs muscle,leg,6
377,body weight,http://d205bpvrqc9yn1.cloudfront.net/1512.gif,all fours squad stretch,legs muscle,leg,4
378,body weight,http://d205bpvrqc9yn1.cloudfront.net/1473.gif,backward jump,legs muscle,leg,5
379,body weight,http://d205bpvrqc9yn1.cloudfront.net/1548.gif,chair leg extended stretch,legs muscle,leg,6
380,body weight,http://d205bpvrqc9yn1.cloudfront.net/1472.gif,forward jump,legs muscle,leg,6
381,body weight,http://d205bpvrqc9yn1.cloudfront.net/0613.gif,lying (side) quads stretch,legs muscle,leg,5
382,body weight,http://d205bpvrqc9yn1.cloudfront.net/3552.gif,quick feet v. 2,legs muscle,leg,6
383,body weight,http://d205bpvrqc9yn1.cloudfront.net/2368.gif,split squats,legs muscle,leg,5
384,body weight,http://d205bpvrqc9yn1.cloudfront.net/1685.gif,squat to overhead reach,legs muscle,leg,6
385,body weight,http://d205bpvrqc9yn1.cloudfront.net/1686.gif,squat to overhead reach with twist,legs muscle,leg,5
386,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1760.gif,dumbbell goblet squat,legs muscle,leg,6
387,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2133.gif,farmers walk,legs muscle,leg,5
389,body weight,http://d205bpvrqc9yn1.cloudfront.net/1352.gif,lower back curl,back muscle,back,5
390,body weight,http://d205bpvrqc9yn1.cloudfront.net/1362.gif,sphinx,back muscle,back,6
391,body weight,http://d205bpvrqc9yn1.cloudfront.net/1363.gif,spine stretch,back muscle,back,5
392,body weight,http://d205bpvrqc9yn1.cloudfront.net/1364.gif,standing pelvic tilt,back muscle,back,6
393,body weight,http://d205bpvrqc9yn1.cloudfront.net/3231.gif,two toe touch (male),back muscle,back,5
394,body weight,http://d205bpvrqc9yn1.cloudfront.net/1366.gif,upward facing dog,back muscle,back,6
395,barbell,http://d205bpvrqc9yn1.cloudfront.net/0095.gif,barbell shrug,back muscle,back,5
396,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0406.gif,dumbbell shrug,back muscle,back,5
397,barbell,http://d205bpvrqc9yn1.cloudfront.net/0052.gif,barbell jm bench press,arms muscle,arms,6
398,barbell,http://d205bpvrqc9yn1.cloudfront.net/0061.gif,barbell lying triceps extension,arms muscle,arms,5
399,barbell,http://d205bpvrqc9yn1.cloudfront.net/0060.gif,barbell lying triceps extension skull crusher,arms muscle,arms,6
400,barbell,http://d205bpvrqc9yn1.cloudfront.net/0065.gif,barbell one arm floor press,arms muscle,arms,5
401,barbell,http://d205bpvrqc9yn1.cloudfront.net/1751.gif,barbell pin presses,arms muscle,arms,6
402,barbell,http://d205bpvrqc9yn1.cloudfront.net/2187.gif,barbell reverse close-grip bench press,arms muscle,arms,5
403,barbell,http://d205bpvrqc9yn1.cloudfront.net/1721.gif,barbell reverse grip skullcrusher,arms muscle,arms,6
404,barbell,http://d205bpvrqc9yn1.cloudfront.net/1718.gif,barbell seated close grip behind neck triceps extension,arms muscle,arms,7
405,barbell,http://d205bpvrqc9yn1.cloudfront.net/0092.gif,barbell seated overhead triceps extension,arms muscle,arms,5
406,barbell,http://d205bpvrqc9yn1.cloudfront.net/0109.gif,barbell standing overhead triceps extension,arms muscle,arms,7
407,body weight,http://d205bpvrqc9yn1.cloudfront.net/0137.gif,body-up,arms muscle,arms,7
408,body weight,http://d205bpvrqc9yn1.cloudfront.net/1771.gif,bodyweight kneeling triceps extension,arms muscle,arms,6
409,body weight,http://d205bpvrqc9yn1.cloudfront.net/0259.gif,close-grip push-up,arms muscle,arms,6
410,body weight,http://d205bpvrqc9yn1.cloudfront.net/2398.gif,close-grip push-up (on knees),arms muscle,arms,5
411,body weight,http://d205bpvrqc9yn1.cloudfront.net/0283.gif,diamond push-up,arms muscle,arms,6
412,body weight,http://d205bpvrqc9yn1.cloudfront.net/0643.gif,overhead triceps stretch,arms muscle,arms,5
413,body weight,http://d205bpvrqc9yn1.cloudfront.net/1467.gif,push-up on lower arms,arms muscle,arms,5
414,body weight,http://d205bpvrqc9yn1.cloudfront.net/0672.gif,reverse dip,arms muscle,arms,6
415,body weight,http://d205bpvrqc9yn1.cloudfront.net/0717.gif,side push-up,arms muscle,arms,7
416,body weight,http://d205bpvrqc9yn1.cloudfront.net/0815.gif,triceps dips floor,arms muscle,arms,5
417,body weight,http://d205bpvrqc9yn1.cloudfront.net/0817.gif,triceps stretch,arms muscle,arms,5
418,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1731.gif,dumbbell close grip press,arms muscle,arms,7
419,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0306.gif,dumbbell decline triceps extension,arms muscle,arms,5
420,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1732.gif,dumbbell forward lunge triceps extension,arms muscle,arms,7
421,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0333.gif,dumbbell kickback,arms muscle,arms,6
422,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0337.gif,dumbbell lying  extension (across face),arms muscle,arms,5
423,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0338.gif,dumbbell lying elbow press,arms muscle,arms,6
424,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0344.gif,dumbbell lying one arm pronated triceps extension,arms muscle,arms,6
425,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0346.gif,dumbbell lying one arm supinated triceps extension,arms muscle,arms,5
426,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1735.gif,dumbbell lying single extension,arms muscle,arms,6
427,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0351.gif,dumbbell lying triceps extension,arms muscle,arms,5
428,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0352.gif,dumbbell neutral grip bench press,arms muscle,arms,6
429,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0354.gif,dumbbell one arm kickback,arms muscle,arms,6
430,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0362.gif,dumbbell one arm triceps extension (on bench),arms muscle,arms,5
431,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0373.gif,dumbbell pronate-grip triceps extension,arms muscle,arms,6
432,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0389.gif,dumbbell seated bench extension,arms muscle,arms,5
433,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1730.gif,dumbbell seated bent over alternate kickback,arms muscle,arms,6
434,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1737.gif,dumbbell seated bent over triceps extension,arms muscle,arms,5
435,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0394.gif,dumbbell seated kickback,arms muscle,arms,6
436,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0398.gif,dumbbell seated one arm kickback,arms muscle,arms,5
437,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1738.gif,dumbbell seated reverse grip one arm overhead tricep extension,arms muscle,arms,5
438,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2188.gif,dumbbell seated triceps extension,arms muscle,arms,6
439,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1739.gif,dumbbell standing alternating tricep kickback,arms muscle,arms,5
440,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1740.gif,dumbbell standing bent over one arm triceps extension,arms muscle,arms,6
441,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1741.gif,dumbbell standing bent over two arm triceps extension,arms muscle,arms,5
442,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0420.gif,dumbbell standing kickback,arms muscle,arms,6
443,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0423.gif,dumbbell standing one arm extension,arms muscle,arms,6
444,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0430.gif,dumbbell standing triceps extension,arms muscle,arms,6
445,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1742.gif,dumbbell tricep kickback with stork stance,arms muscle,arms,7
446,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1743.gif,dumbbell twisting bench press,arms muscle,arms,5
447,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2189.gif,dumbbells seated triceps extension,arms muscle,arms,5
448,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0660.gif,push-up close-grip off dumbbell,arms muscle,arms,6
449,barbell,http://d205bpvrqc9yn1.cloudfront.net/0027.gif,barbell bent over row,back muscle,back,6
450,barbell,http://d205bpvrqc9yn1.cloudfront.net/3017.gif,barbell pendlay row,back muscle,back,5
451,barbell,http://d205bpvrqc9yn1.cloudfront.net/0118.gif,barbell reverse grip bent over row,back muscle,back,6
452,barbell,http://d205bpvrqc9yn1.cloudfront.net/0589.gif,lever one arm bent over row,back muscle,back,6
453,body weight,http://d205bpvrqc9yn1.cloudfront.net/1772.gif,elbow lift - reverse push-up,back muscle,back,6
454,body weight,http://d205bpvrqc9yn1.cloudfront.net/3669.gif,standing archer,back muscle,back,6
455,body weight,http://d205bpvrqc9yn1.cloudfront.net/1365.gif,upper back stretch,back muscle,back,5
456,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0293.gif,dumbbell bent over row,back muscle,back,5
457,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0292.gif,dumbbell one arm bent-over row,back muscle,back,5
458,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1329.gif,dumbbell palm rotational bent over row,back muscle,back,6
459,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/2327.gif,dumbbell reverse grip row (female),back muscle,back,5
460,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/3664.gif,dumbbell side plank with rear fly,back muscle,back,6
